texto,label_maltrato,label_violación_del_deber_de_cuidado,label_situaciones_de_riesgo,label_abuso_sexual,label_negligencia
" La recurrente indica que seria vecina de la familia SUJETO que la misma estaría integrada por la Sra. SUJETO y sus tres hijas NNA(13) NNA (12) y NNA(8).  Que la Sra. SUJETO No trabaja, que se mantiene mediante la trasferencia monetaria de tekopora y de propinas  Que la  Sra. SUJETO habitúa salir diariamente en horas de la tarde a km. de su domicilio, en una despensa para comprar bebidas alcohólicas, la misma entrega su tarjeta de tekopora en la despensa y a cambio de ello retira las bebidas alcohólica, lo bebe en el lugar y regresa a su casa a altas horas de la noche( borracha)   La Sra. vive  en pareja con su sobrino  hijo de su hermana ( el joven 23 años- el mismo no habla ni escucha)  y seria con esta  persona que le deja a sus hijas.  Las niñas NNA (13) y NNA(12) se encuentran con relación de  pareja,   ambos son adultos, la madre permite que tenga novio,  al llegar los novios la madre se retira de la casa en busca de las bebidas. Estos hombre traen pequeños obsequios para la Sra. SUJETO.(consistente en dinero) a cambio de que las niñas se queden solas.          
",0,0,1,1,0
" A  través de la Linea 147 Fono Ayuda se reporta una persona  de manera confidencial y reporta cuanto sigue: La pareja compuesta por la señora SUJETO  y el señor SUJETO residen en la ubicación mencionada mas arriba.  Que el adolescente NNA ( 14 años ) las niñas NNA ( 11 años) y NNA ( 5 años ) serian testigos de violencia domestica por parte del señor SUJETO ( 30 años ) hacia la madre la señora SUJETO( 30 años )  con  8 meses de gestación ,SUJETO seria padrastro de NNA y NNA y padre de NNA.  La persona recurrente refiere que el señor SUJETO seria una persona violenta ,que estaría en consumo de marihuana o drogas según la persona recurrente de manera constante.  Que en la fecha de ayer 01/ 01/2023 en horas de la noche  una ves mas el señor SUJETO llego hasta la casa donde reside, con un machetillo en la mano amenazándola a su pareja en presencia de las niñas   ( estaría en consumo) ,que las niñas estuvieron asustados,llorando, que NNA (  el adolescente) tuvo que salir  a defenderla a la madre embarazada.Que ademas un tío materno salio a desafiarlo al agresor , que había destrozado la moto de su pareja,  Indica que se llamo a la PN .pero que SUJETO en todo momento no quiso realizar la denuncia,que inclusive la P. N. se ofreció en llevarla al centro de SALUD ,que la misma refiere no necesitar,indico que estaba bien.Que una de las niñas manifestó que su madre fue a IPS que ya iba a nacer su hermanito.  La persona recurrente refiere que el señor SUJETO estuvo en la cárcel por Violencia Domestica  en el año 2019 ,pero cuando  tuvo su libertad  que estaba en libertad volvieron a estar juntos.  Refiere que el padre de NNA y NNA es el señor  SUJETO  quien reside en el barrio San Cayetano  a tres cuadras de la comisaria 24,que el mismo tendría régimen con su hijo ,que en ocasiones  les llevaría los fines de semana .  OBSERVACIóN: SE PUEDE PROVEER EL NUMERO DE LA PERSONA RECURRENTE PARA INDICAR LA DIRECCIóN DE LA CASA,          
",1,0,0,0,0
"  A través de la Linea 147 Fono Ayuda se reporta una persona de manera confidencial y reporta cuanto sigue: La persona recurrente refirió que la adolescente NNA ( 16 años ) y los niños NNA ( 11 años ) y NNA ( 9 años ) serían maltratados fisica y psicologicamente por la madre, la sra. SUJETO, que a la adolescente seria  la más maltratada  de parte de la madre de manera constante ,que la madre le pega por la cara con la mano , le estira de le pelo, indico la persona recurrente.    La pareja de la sra. SUJETO  el sr. SUJETO  alias "" Pipilon"", sería testigo de la situación de violencia hacia las hijastras e hija,pero que no interviene en la situación.    Que tanto la  madre, así como su pareja  serian adictos  al crack  y  que también se dedicaría a la venta del estupefaciente en la casa ( refiere que estaría realizando la denuncia en la SENAD.)  Que tanto la adolescente y los niños en varias ocasiones no tendrían para comer ,que los vecinos son los que le dan de comer y que ademas no estuvieron escolarizados .  Refiere que la adolescente ya no querría estar en la casa con su madre ,ya que es una persona muy violenta.  Indica que la situación fue comunicado en la Codeni, pero que fue una ves en la casa  el año pasado .pero que la situación estaría igual ,es por eso llama al servicio               
",1,0,0,0,0
" La persona recurrente, proporcionó un seudónimo, indicó que no quiere brindar sus datos por temor, ya que el adolescente NNA de 16 años está en situación de consumo y se relaciona con un grupo de personas ""peligrosas"". Refirió que el motivo principal de su llamada se debe a que la adolescente NNA de 14 años de edad, tiene un hijo de 4 meses, el padre es SUJETO, Vecino y tiene alrededor de 50 años de edad, refirió que SUJETO no reconoció al bebé ni le pasa asistencia alimenticia, ""no se ocupa del bebé pero casi todos los días le lleva a cenar a la adolescente"", indicó.  Manifestó que el bebé de 4 meses, al parecer tiene problemas de salud porque ""no abre los ojos, no sé que tiene pero ni mira todavía ese bebé"", refirió.  Luego mencionó la situación del adolescente NNA, que debido a que consume drogas, se relaciona con personas adultas y como no tiene dinero para comprar las drogas, él mismo mantiene relaciones sexuales con mujeres que también consumen y las mismas le pagan la droga, además de filmar el momento en de las relaciones sexuales en que participa el adolescente y le chantajean con difundir dicho material.  Respecto de los demás niños: NNA de 10 años, NNA de 7 años, NN (niña) de 12 años; refirió que estén escolarizados en la escuela ""Laura Ramírez de Noguera"", pero que no asisten a clases, ""viven en extrema pobreza en medio de la suciedad"", refiiró.  En cuanto a la madre de los niños, refirió que se llama SUJETO, no trabaja fuera de la casa, mantiene a sus hijos con ayuda de sus familiares. De los padres de los niños; son de diferentes padres y no tiene datos de los mismos.  Se derivará desde el Servicio, la recurrente no autorizó a brindar su número de celular.    
",0,1,1,1,0
" A través de la Línea 147 Fono Ayuda se comunica una persona quien solicita confidencialidad de sus datos y reporta cuanto sigue : Que la niña  NN de de aproximadamente 11 años reside con el padre el señor  S/D de aproximadamente de 71 años .  Refiere que  no tiene datos, que ella está a conocimiento de tercera persona  y que le observa a la niña cuando pasa en frente de su casa,   Indica que la madre habria abandonado el hogar llevándola a otros de sus hijos ,y la niña se había quedado con el padre.  La persona quien se comunicó al servicio indica que el padre sería una persona adicta al alcohol y que además en la casa llegaría hombre extrañas a beber hasta altas horas de la noche , según los vecinos cercanos.  Que además la asistencia en la escuela de la niña fue muy irregular durante el año lectivo 2023.  SEGUIMIENTO/05/01/2024/   A traves de la Linea 147 Fono Ayuda se comunica una persona quién solicita confidencialidad de sus  datos y reporta la siguiente situación:  Que la niña NNA de 11 años reside con el padre el señor SUJETO de 71 años en la dirección mencionada mas arriba.  Refiere que la niña estaria siendo vulnerada de sus derechos por el padre, que la madre la señora SUJETO  había abandonado el hogar  cuando la niña tenia 2 años por violencia doméstica que había sufrido en el hogar . que la misma no habria realizado la denuncia.Que actualmente reside en la ciudad de Caaguazu .Su numero de Tel es el 0982-000-000  Ademas habria otro adolescente de 15 años aproximadamente que tambien estaria con el padre.   Indica que el señor  SUJETO es una persona quien está en consumo de bebidas alcoholicas, que además sería violento con los vecinos .Que el mismo tendría antecedentes   Que la niña comenta a algunos vecinos que su padre le maltrata Psicológicamente , que le  indica que es una bandida como su madre y que tambien sufrirá mucho con el.   Indica que los vecinos observan que la niña es manoseada sexualmente por el padre, que le hace sentar en su pierna  le acaricia todo el  y que  en ocasiones están encerrados en su piecita donde viven , que la niña no estaria viviendo adecuadamente en las condiciones que vive, que la casa es un basural , no tienen agua potable en la vivienda, falta de higiene.   Que la asistencia en la escuela fue muy irregular durante el año lectivo 2023 . que solo asistía dos o tres veces a la semana.  Ademas se sospecharía que la niña estaria embarazada , ya que se le observa mas rellenadita de lo normal desde algunos meses.                        
",0,1,0,0,0
" Refiere la Recurrente SUJETO, quien se comunico desde el 021-000000, quien tendría el número de celular 0991-000000; la misma refiere que habría tenido conocimiento de un caso de maltrato hacia una niña de nombre NNA de aproximadamente 9 años; que la niña habría estado en la vía publica sobre la calle Ayolas y Oliva, que la misma habría estado sentada en la vereda y llorando. Que la Recurrente habría acudido a ayudar a la niña, que la misma se habría quejado de mucho dolor y que apenas podría caminar. Que la niña habría estado en compañía de dos personas adultas quienes serian su madre y padre. Que la recurrente habría preguntado que habría pasado con la niña, a lo que el padre habría referido que se le habría pasado la mano, que la niña habría lastimado a su hermano (NN de meses) con una bombilla y que por eso la habría pegado. Refiere la recurrente que tuvo la intención de acercar a la niña a un centro médico a lo que el padre se negó, habrían abordado a la niña al vehículo (que seria de la familia) con chapa N° xxx 000 color plateado.  La niña habría olvidado la mochila en la vía pública, de donde pudo obtener datos de la misma y que estaría acudiendo a la Escuela San Luis - Privada, de la Ciudad de Ita. Estaría en el 4to Grado.  La Recurrente se habría comunicado con la Directora de la Escuela de la Escuela donde asiste la niña, la Sra. SUJETO con número de teléfono 0981-000000.    
",1,0,1,0,0
"A través de la Linea 147 Fono Ayuda se reporta de manera confidencial y reporta cuanto sigue: Que el adolescente NNA ( 14 años ) reside en la ciudad de Paso Yovai - Compañia San Agustín.Que el mismo estaría viviendo solo en la casa en donde vivían son su madre la señora SUJETO y el padrastro el señor SUJETO y que desde el 17 de Diciembre del año 2022 el señor SUJETO regreso a su ciudad de LA PASTORA con su hijo de 8 años ,que según la persona recurrente vino a trabajar y que para el año nuevo vendría su pareja y su hijastro NNA en la PASTORA,pero el señor SUJETO a través de su cuñado se entera que su pareja viajo a la Argentina sin aviso a su pareja.Que NNA indico que su madre le habÍa dicho que el se queda a cuidar la casa y los animales .Que NNA estaría realizando trabajos peligroso en una casa de un vecino,que estaría cavando una zanja ,que se iría en la moto a la mañana y volvería a la tardecita.La persona recurrente paso la llamada con el señor SUJETO,el mismo indica que acudIó junto a la jueza de La Pastora en donde tendría un documento de abandono de la madre hacia su hijo de 8 años .El señor refiere que el estaría en condiciones de tener la guarda del adolescente NNA ,que desde los 3 años el le cuido y le querría a como su propio hijo.que ademas esta preocupado por la condición que se quedo.Numero del señor SUJETO 0984-000-000 Numero del adolescente es el 0986-000-000 Ambos números para llamadas.",0,1,0,0,0
" A través de la Línea 147 Fono Ayuda se comunica una persona quien solicita confidencialidad de sus datos y reporta la siguiente situacion: Que la niña NN de 12 años y otra de 4 años reside con la madre la señora SUJETO de 40 años aproximadamente en la dirección mencionada más arriba.  Refiere que la niña  de 12 años es explotada sexualmente por la madre por cambio de  pago monetaria , que la madre es la que le  buscaría cliente para la niña y que la misma  se dedicaría  a la prostitución.   Además la madre sería una persona muy agresiva , que siempre amenaza con quemar la casa de los vecinos.  Que  SUJETO de 28 años cuñado de la madre fue  uno de los clientes de la niña,quien vivía  a lado de la casa pero  que actualmente ya se había cambiado de domicilio por la última situacion  y que  la esposa le había expulsado de la casa.                
",0,1,0,0,0
" La persona recurrente, indicó que su llamada es ""anónima"", no autorizó a brindar su número de teléfono, por tratarse de ""personas conflictivas"". Manifestó que SUJETO y SUJETO, tienen 4 hijo: NNA de 16 años, NNA de 13 años, NNA de 10 y la niña NNA de entre 8 y 9 años.  Indicó que los NNA ""andan por la calle, no van a la escuela desde el año pasado, la nena de 13 años, NNA se prostituye en la calle, ella y sus hermanos están por la calle hasta altas horas de la noche y se suele ver que motos o autos le alzan y le llevan a NNA"", expresó.  Indicó también que durante dos años, los NNA vivieron solo con el papá ya que la mamá ""abandonó el hogar"", desde esa vez, iniciaría la situación de vulnerabilidad de los NNA, ""ahora su mamá está otra vez con ellos, hace 8 días por ahí que volvió"", refirió.   Se le consultó si tiene conocimiento de que se haya realizado alguna denuncia de la presente situación ante la CODENI o alguna otra instancia y manifestó; ""no sé, lo que sé es que de la Defensoría parece que ya vinieron a esa casa con una citación, no sé si ha de ser por el mismo caso o que"", expresó.      
",0,1,0,0,1
" Se comunica al Servicio que la Sra SUJETO vulneraría los derechos de sus hijos, que los expondría constantemente a situaciones de riesgo.   Los hijos de la Sra. SUJETO serían NNA de 17 años, NNA de 12, NNA de 10 años y NNA de 7 años.   La persona relata que la Sra. SUJETO pasaría la mayor parte del día fuera de su domicilio y cuando esta en la casa solo sería para dormir, por lo tanto la adolescente NNA sería la que se encarga del cuidado de sus hermanos (dicha situación sería desde que NNA habría cumplido los 12 años), que hace 3 meses la Sra. SUJETO habría golpeado a su hija debido a que se habría enterado que NNA invitó a cenar a un joven del barrio a su casa.   Sigue relatando que el niño NNA tendría algún problema cognitivo no diagnosticado, indica que la Sra. SUJETO habría llevado a su hijo a TELETON Paraguay y como le habrían pedido varias documentaciones ya no lo habría llevado.  El padre del niño NNA sería el Sr. SUJETO, quien residiría en el mismo barrio, el hombre asistiría al niño con provistas pero no lo habría reconocido. Desconocería los datos de los padres de los otros niños.   La persona refirió "" SUJETO se pasa el día fuera de su casa, ella trabaja, pero también se queda por ahí, ahora tiene una pareja nueva, a ese hombre se le conoce como SUJETO, ese hombre estuvo en la cárcel y se le conoce por ser consumidor de estupefacientes, últimamente le hace llegar a su casa, SUJETO ni siquiera sabe que tipo de persona es y le expone a sus hijos a ese tipo de persona, aparte de que sus hijos se quedan todo el día solos expuestos a que les pasen cosas graves"" ""Lo peor es que le hace responsable a SUJETO de todos sus hermanos""     03 de enero del 2023 se remite la Nota N° 0019/2023 a la Def. SUJETO.    SUJETO padre de NNA.  SUJETO padre de NNA y NNA.                         
",1,0,0,0,0
" Se comiunico al Servcio la Señora SUJETO, quien paso la comunicación con el Señor SUJETO, padre de la niña NNA de 13 años de edad y NNA de 10 años de edad. Refiere que se habria separado de la madre de sus hijos, NNA, y que el niño habria quedado con el y la niña habría ido con la madre, con documento desde Juzgado de Paz que lo avala. Que la niña en este momento estaría con dengue y estaría al cuidado del padre, y el mismo solicita orientacion sobre procediento a realizar para la misma quede bajo su cuidado, ya que la Jueza de Paz le habria referido que en este momento no podria realizar el documento. El mismo refiere que la madre estaría viviendo en la casa de su hermana, y que a la misma se le habría retirado una hija por trata. Se le orienta al Sr. que acuda a la Defensoría NA (no puede pagar Abg.) y que solicite el auspicio de un Abg. para convivencia, que debe llevar dos testigos para avalal insolvencia economica. La niña y el niño estarían escolarizados.  
",0,0,0,0,0
" Se comunica al Servicio que el Sr. NNA de 37 años, ejercería violencia de manera sistemática hacía su hija NNA de 4 años y hacia la madre Sra. NNA de 33 años.  La persona explica al Servicio que las situaciones de violencia datan de varios años, que tanto la niña como la mujer serían violentadas con cualquier objeto que SUJETO tendría en la mano en ese momento.   Que la niña ""llorando"" contaría cada vez que su padre le pega o cuando su madre es violentada.   Que cada cierto tiempo SUJETO echaría del domicilio a su pareja SUJETO y a su hija. "" él toma alcohol, pero estando tomado o no igual les pega a ambas "".   Sigue relatando que la última vez que la niña y la madre habrían sido echadas de su domicilio sería el pasado viernes 29 de diciembre del 2023, pero en este momento estarían ambas en el domicilio de la ciudad de Capiatá.  ""Ellos se dejan y están juntos, así andan, ella (SUJETO) esconde las marcas y moretones que le deja SUJETO y no quiere denunciarle "" Expresó.    Observación:  La joven Cesia indica conocer la vivienda de su madre, da las referencias de como llegar, respecto a la ubicación refiere que lo quiso obtener de su madre sin que sospeche, sin embargo aparentemente le habría descubierto o sospecharía que se estaría informando al alguna instancia y debido a ello no le habría pasado. Se el explica que la ubicación es muy importante para que las instancias puedan constituirse; autoriza se suministre sus datos.            
",1,0,0,0,0
"  Se comunica al Servicio que los hijos de la Sra. SUJETO estarían en situación de vulnerabilidad debido a que la madre les haría vender cosas ""remedio yuyo"", por las calles, les haría pedir dinero a las personas.   "" Se me acercó una niña de entre 7 a 10 años me ofreció comprar remedio yuyo, eran las once de la noche, le intente dar comida para que coma, luego se fue y me vino su mamá a gritarme, ella se llama SUJETO, ella es muy conocida por la ciudad, ya les había visto por otras calles con dos niños más ""  "" Una amiga le había visto por la zona de ""Coronel Bar ""  La persona refiere desconocer la vivienda de la Sra. SUJETO, indicando que la mujer recorrería con sus hijos el barrio ""Centro"" de la ciudad, especialmente las calles donde habría locales de comida.  Observación.: La persona no quiso suministrar su nombre. Solicita confidencialidad de sus datos.        
",0,0,0,0,0
" La señora SUJETO, con número de teléfono: 0984000000 refirió cuanto sigue: Que su hija SUJETO de 19 años de edad, tiene una bebé de 2 meses de nacida, se llama NNA.  Que la joven madre de 19 años sería una persona adicta a drogas ilícitas y que deambularía por las calles llevando consigo a su bebé de 2 meses, exponiéndola a situaciones de riesgo.   Que la recurrente tuvo que viajar a Argentina, dejando en la casa a su hija de 19 años y a la bebé; ""cuando yo estaba en la casa controlaba bien la situación, no permitía que mi hija salga para drogarse, pero tuve que viajar para hacer trámites y me enteré de que SUJETO no se queda en la casa, que anda por la calle con la bebé"", expresó.   Que la recurrente no volverá al país sino hasta el mes de marzo y solicita se intervenga a favor de la niña recién nacida, ya que la madre no estaría en condiciones de cuidarla por su adicción.   No supo aportar datos del padre de la bebé.  Proveyó el número de teléfono del padre del SUJETO, quien podría guiar cómo se llega a la casa: 0985000000 SUJETO.   
",0,0,1,0,0
" OBSERVACIóN; SE PUEDE PASAR SU NúMERO FUERA DE LA NOTA: 09820000000. A través de la Línea 147 Fono Ayuda se reportó de manera confidencial la siguiente situación;   Que el niño NNA de 10 años, vive con su madre; SUJETO de 32 años y su hermano mayor; NN de 19 años, en el Dpto. de Guairá, Distrito de Villarrica, Barrio San Blas, calle Benjamín Aceval, casa propia de la madre del niño, muy amplia y que a su vez, tiene piezas en alquiler para una pareja con hijos.   Que la madre del niño NNA, sería una persona adicta al consumo de bebidas alcohólicas y que el hermano de 19 años, sería adicto a drogas ilícitas, que el niño deambularía por las calles en situación de descuido.   Que no recibiría alimentos ya que la madre estaría borracha todo el tiempo y no cocinaría.      
",0,1,0,0,0
"  Se comunicó al Servicio Fono Ayuda, que el niño NNA de 4 años estaría en situación de vulnerabilidad debido a la negligencia de la madre Sra. Niña NNA y de los abuelos maternos Sr. SUJETO y Sra. SUJETO.    La persona informa al Servicio que le habría llegado información de las vulneraciones que sería víctima el niño NNA, que el Sr. SUJETO sería una persona dependiente del consumo de alcohol y la abuela estaría medicada con Alprazolam y lo consumiría con bebidas alcohólicas.     Que el niño iría solo a la despensa de la zona y el dueño a quien se le conocería como ""Leye"" le mostraría su parte intima.    Que el Sr. SUJETO llegaría ebrio a su domicilio y daría de beber su bebida alcohólica al niño.     Que en la vivienda se juntarían personas adultas (conocidos del abuelo) a beber alcohol y frente al niño mostrarían sus armas blancas (Cuchillos) y hablarían de ""matar"" o ""hacer matanzas"".     Que el niño en una ocasión habría sufrido un golpe en la zona de la costilla, según información la Sra. SUJETO le habría pegado con una manguera por rehusarse a bañar .   Que el niño presentaría irritaciones (manchas rojas) en la parte de la ""Bolsa testicular"", aparte de problemas de la vista que no serían tratados ni diagnosticados.    La persona no indica al Servicio las fechas en que habrían ocurridos los hechos pero refiere que todo habría comenzado despues del fallecimiento del padre de SUJETO; hace 2 meses.     Observación: El caso había sido comunicado por una persona quien había referido que la Sra. Roció Céspedes (tía paterna del niño) le habría comunicado en caso enviándole varios videos que habían filmado en donde se escucharía al niño relatar las situaciones descritas en la Nota.     La Sra. SUJETO Tel.: 0984.000-000 envía un audio de WhatsApp al número corporativo del Servicio explicando lo que estaría aconteciendo en el Servicio que, en todas las ocasiones habían informado a la madre del niño lo que su hijo esta manifestando, el abuso por parte del dueño del almacen, el consumo excesivo de bebidas por parte del abuelo, que la abuela estaría mezclando su medicamento con alcohol, sobre las personas que llegarían al domicilio con armas blancas y los problemas de salud del niño NNA.     Terminado refiriendo que la Sra. Niña diría que no es verdad, que NNA inventa, dicha situación habría ocasionado que la madre limite el relacionamiento del niño con ellos, como familia paterna.   
",1,1,0,1,0
" La persona recurrente manifestó que no brindará sus datos.  Refirió que tiene conocimiento de que el niño NNA de entre 6 y 7 años de edad, hijo de la señora NNA, no acude a la escuela, ""no le quiere llevar a la escuela, es que el nene ni siquiera sabe agarrar el lápiz y yo digo que por eso no le quiere llevar a la escuela, además, la mamá se va a donde quiere y el nene se queda con SUJETO que es tía abuela del nene pero no le hace caso, el nene anda sucio, no le alimenta, es preocupante"", expresó.    
",0,1,0,0,1
" OBSERVACIóN; SE PUEDE PASAR SU NúMERO DE TELéFONO FUERA DE LA NOTA; 0982000000. A través de la Línea 147 Fono Ayuda se reportó confidencial la siguiente situación;   Que los niños; NN (varón) de 6 años, NN (varón) de 5 años y NN (niña) de 3 años, viven con su madre; SUJETO de 20 años, en casa de la abuela materna; SUJETO, en el Dpto. de Guairá, Ciudad de Villarrica, Barrio San Blas, Calle Benjamín Aceval, en la casa funciona la despensa ""Los X"".  Que tanto la madre como la abuela de los niños, serían personas adictas al consumo de drogas ilícitas, que la abuela incluso las comercializaría desde su casa.   Que el niño de 6 años, tendría problemas del habla y no se le habría terminado de formar la nariz, debido a que la madre consumía drogas durante su embarazo; ""el nene no habla, solamente dice mamá"", refirió la persona recurrente.  Que la madre se dedicaría a la venta de frutas frente al Hospital Regional de Villarrica y que los niños deambularían por las calles sin supervisión de persona adulta, expuestos a situaciones riesgosas.   Que no estarían bien alimentados ya que nadie se ocuparía de su debido cuidado, no les cocinarían.  Que la casa sería frecuentada por muchas personas extrañas, quiénes acudirían al lugar para comprar droga de la abuela de los niños.  
",0,1,0,0,0
" -La recurrente SUJETO se comunicó  al servicio desde 0984000000, manifestó ser vecina de la niña NNA de 11 años y  que la madre SUJETO y el padrastro SD le estaría  explotando   sexualmente  a la niña  a personas adultas extrañas. Refirió que  hace 8 días ella se entero y visualizó que la madre le lleva  a la niña junto a los adultos y a la mañana se va a y le trae de vuelta. Según la recurrente que hace un mes aproximadamente se enteró de lo que estaba pasando con la niña  .La niña sería la mayor de sus hermanitos ,pero que no visualiza que los otros otros niños sean maltratados .La niña acude en la escuela.La recurrente manifestó que hoy a la mañana acudió a la CODENI  y que la secretaria refirió,RE. que la directora no estaba en el momento y que acuda mañana para hacer la denuncia. Refirió que acudiría de vuelta . DERIVACION A FISCALIA DE TRATA - FISCAL SUJETO interina a SUJETO        DERIVACION A SUJETO - PAIVTES MINNA  ",0,0,0,0,0
" Se comunico una persona, quien refirio ser madrastra de los adolescentes NNA de 17 años y NNA de 14 años, refiere que su pareja y padre de los adolescentes le pasa 400.000 mil guaranies por Asistencia Alimenticia, que en la fecha el padre se percata de que hace 2 años el adolescente no asiste al Colegio, que actualmente estaría en casa de una tía paterna, donde estaría trabajando (no especifico que trabajo realiza, ni esta segura de si trabaja o no), que la adolescente ya usaría corpiño y short y que la madre estaría quieriendo solicitar aumento de la alimentación. Que la misma tuvo que asumir deudas que adquirio el matrimonio (los padres de los adolescentes estan casados), y que no es justo que le siga pasando cuando el adolescente ni siquiera estudia.  Se le refiere a la Sra. que la resposabilidad del cuidado y proteciión de los hijos, siempre es en primera instancia de los padres, que si hubo violacion del deber de cuidado, tambien es responsabilidad del padre. Que si el adolescente hace dos años no va al colegio y el padre aun se entero, pes porque hubo negligencia de su parte también. Que las deudas del matrimonio no es su responsabilad por lo que no esta obligada a asumir. La misma reitera su postura de que la unica responsable es la madre, que el padre siempre cumplio y que ademas el no tiene tiempo de nada, ya que en su trabajo no le darían permiso y tendria GPS.  Cuando se le estaba toamndo los datos, refiere que sera más facil la denuncia en Fiscalia y corto la comunicación. Muy alterada.          
",0,0,0,0,1
" A través de la comunicación recepcionada del 0994000000 la señora SUJETO  de 50 años y reportó la siguiente situación: Que el señor SUJETO de 45 años seria una persona muy violento de manera constante con su pareja la señora SUJETO de 50 años  y en presencia de sus hijos mencionados mas arriba .  La misma indica que ella pasa mucha violencia de parte del señor ,que viene todos los días en la casa borracho y comienza la violencia, y que sus hijos son los que en ocasiones se pone a defenderla  a la madre .Los niños estan todos asustados y que tambien pasarían mucha necesidades económicas. Que el señor tendria  orden de alejamiento pero que el no cumple ,que siempre  viene y le maltrata a la señora.  La señora manifiesta que ella necesita que el le ayude con el alquiler de la casa y que le de mensualidad a los niños ya que el trabaja muy bien y no le ayuda para nada.          
",1,0,0,0,0
" OBSERVACIóN; SE PUEDE PASAR SU NúMERO FUERA DE LA NOTA: 0984000000. A través de la Línea 147 Fono Ayuda se reportó de manera confidencial la siguiente situación;   Que se tiene conocimiento de que la niña NNA de 11 años, hija de SUJETO, habría sido víctima de abuso sexual por parte de su padrastro; SUJETO, situación que fue denunciada en el mes de Noviembre del 2022, causa 636/22 a cargo de la Unidad del Fiscal SUJETO.   Que además del abuso sexual contra la niña, habría también situación de violencia doméstica por parte de SUJETO, hecho que también habría denunciado en la fiscalía, que por ambas situaciones mencionadas, habría orden de alejamiento del hombre respecto de la casa.   Que la pareja compuesta por SUEJTO y SUJETO, tiene dos hijas en común; NNA de 7 años y NNA de 3 años, quiénes, desde siempre, serían víctimas de maltrato físico y psicológico por parte de ambos padres, además de presenciar las situaciones de violencia que el padre ejercía contra la madre.   Que el padre incumpliría la orden de alejamiento, que estaría de nuevo viviendo en la casa desde la semana pasada.  Que el pasado domingo 1 de enero del corriente año, la niña NNA habría corrido hasta la casa de su madrina; SUJETO pidiendo auxilio debido a que su padre estaba golpeando a su madre, que detrás de la niña, habría llegado la madre a la casa de la madrina y al ver que la niña contó que el padre estaba de vuelta viviendo en la casa, la habria golpeado en el rostro, haciéndole sangrar la nariz y rompiéndole la boca.  Que además, la niña NNA habría sido llevada por la madre hasta la ciudad de ñemby, a la casa de la abuela materna de nombre SUJETO, con la finalidad de que el padrastro pueda quedarse en la casa.   
",1,1,0,1,0
